invoice_id,branch,city,customer_type,gender,product_line,date,time,payment_method,rating,unit_price,quantity_sold,COGS,VAT,gross_profit,net_profit,time_of_the_day,day_name,month_name,product_line_status
227-78-1148,B,Mandalay,Normal,Female,"Fashion accessories",2019-02-15,12:44:00,Cash,8.4,72.84,7,509.88,25.4940,535.3740,484.3860,Afternoon,Friday,February,Good
228-96-1411,C,Naypyitaw,Member,Female,"Food and beverages",2019-03-04,20:39:00,Cash,7.6,98.70,8,789.60,39.4800,829.0800,750.1200,Evening,Monday,March,Good
232-11-3025,A,Yangon,Normal,Male,"Sports and travel",2019-01-24,10:04:00,Cash,6.4,78.77,10,787.70,39.3850,827.0850,748.3150,Morning,Thursday,January,Good
232-16-2483,C,Naypyitaw,Member,Female,"Sports and travel",2019-01-07,12:28:00,Ewallet,6.8,68.12,1,68.12,3.4060,71.5260,64.7140,Afternoon,Monday,January,Bad
233-34-0817,C,Naypyitaw,Member,Female,"Electronic accessories",2019-02-15,11:21:00,Cash,8.4,98.84,1,98.84,4.9420,103.7820,93.8980,Morning,Friday,February,Bad
233-67-5758,C,Naypyitaw,Normal,Male,"Health and beauty",2019-01-29,13:46:00,Ewallet,6.2,40.35,1,40.35,2.0175,42.3675,38.3325,Afternoon,Tuesday,January,Bad
234-03-4040,B,Mandalay,Member,Female,"Food and beverages",2019-03-03,12:25:00,"Credit card",8.7,73.05,10,730.50,36.5250,767.0250,693.9750,Afternoon,Sunday,March,Good
234-36-2483,B,Mandalay,Normal,Male,"Health and beauty",2019-02-15,13:51:00,Cash,5.1,57.59,6,345.54,17.2770,362.8170,328.2630,Afternoon,Friday,February,Good
234-65-2137,C,Naypyitaw,Normal,Male,"Home and lifestyle",2019-01-16,13:32:00,Cash,4.8,95.58,10,955.80,47.7900,1003.5900,908.0100,Afternoon,Wednesday,January,Good
235-06-8510,C,Naypyitaw,Member,Male,"Home and lifestyle",2019-01-24,20:59:00,Ewallet,5.1,85.72,3,257.16,12.8580,270.0180,244.3020,Evening,Thursday,January,Bad
235-46-8343,C,Naypyitaw,Member,Male,"Food and beverages",2019-02-14,11:26:00,"Credit card",8.9,27.66,10,276.60,13.8300,290.4300,262.7700,Morning,Thursday,February,Bad
236-27-1144,C,Naypyitaw,Normal,Female,"Food and beverages",2019-03-26,10:31:00,Ewallet,8.4,16.31,9,146.79,7.3395,154.1295,139.4505,Morning,Tuesday,March,Bad
236-86-3015,C,Naypyitaw,Member,Male,"Home and lifestyle",2019-02-04,13:38:00,Ewallet,9.8,13.98,1,13.98,0.6990,14.6790,13.2810,Afternoon,Monday,February,Bad
237-01-6122,C,Naypyitaw,Member,Female,"Home and lifestyle",2019-02-01,20:31:00,"Credit card",9.5,80.79,9,727.11,36.3555,763.4655,690.7545,Evening,Friday,February,Good
237-44-6163,A,Yangon,Normal,Male,"Electronic accessories",2019-01-24,17:43:00,Cash,7.6,10.56,8,84.48,4.2240,88.7040,80.2560,Evening,Thursday,January,Bad
238-45-6950,B,Mandalay,Member,Male,"Food and beverages",2019-03-01,20:03:00,Ewallet,6.4,53.72,1,53.72,2.6860,56.4060,51.0340,Evening,Friday,March,Bad
238-49-0436,A,Yangon,Normal,Male,"Health and beauty",2019-03-27,13:48:00,"Credit card",4.9,32.46,8,259.68,12.9840,272.6640,246.6960,Afternoon,Wednesday,March,Bad
239-10-7476,A,Yangon,Normal,Female,"Home and lifestyle",2019-01-21,16:37:00,Ewallet,8.0,77.95,6,467.70,23.3850,491.0850,444.3150,Evening,Monday,January,Good
239-36-3640,B,Mandalay,Normal,Male,"Electronic accessories",2019-01-31,13:44:00,Ewallet,6.1,45.35,6,272.10,13.6050,285.7050,258.4950,Afternoon,Thursday,January,Bad
239-48-4278,A,Yangon,Member,Male,"Food and beverages",2019-03-10,19:35:00,Ewallet,8.3,10.13,7,70.91,3.5455,74.4555,67.3645,Evening,Sunday,March,Bad
241-11-2261,B,Mandalay,Normal,Female,"Fashion accessories",2019-01-10,10:33:00,"Credit card",5.5,79.86,7,559.02,27.9510,586.9710,531.0690,Morning,Thursday,January,Good
241-72-9525,B,Mandalay,Normal,Male,"Sports and travel",2019-02-16,12:21:00,Cash,8.2,51.91,10,519.10,25.9550,545.0550,493.1450,Afternoon,Saturday,February,Good
241-96-5076,B,Mandalay,Member,Female,"Home and lifestyle",2019-01-08,12:58:00,"Credit card",6.4,49.10,2,98.20,4.9100,103.1100,93.2900,Afternoon,Tuesday,January,Bad
242-11-3142,B,Mandalay,Member,Male,"Fashion accessories",2019-02-24,19:57:00,Cash,4.6,83.77,2,167.54,8.3770,175.9170,159.1630,Evening,Sunday,February,Bad
242-55-6721,B,Mandalay,Normal,Male,"Home and lifestyle",2019-03-07,11:49:00,Ewallet,6.5,16.16,2,32.32,1.6160,33.9360,30.7040,Morning,Thursday,March,Bad
243-47-2663,C,Naypyitaw,Member,Male,"Electronic accessories",2019-01-28,16:43:00,"Credit card",5.5,18.77,6,112.62,5.6310,118.2510,106.9890,Evening,Monday,January,Bad
243-55-8457,A,Yangon,Normal,Female,"Food and beverages",2019-02-27,11:40:00,Ewallet,5.1,74.44,10,744.40,37.2200,781.6200,707.1800,Morning,Wednesday,February,Good
244-08-0162,B,Mandalay,Normal,Female,"Health and beauty",2019-01-02,13:00:00,Cash,5.1,34.21,10,342.10,17.1050,359.2050,324.9950,Afternoon,Wednesday,January,Good
246-11-3901,C,Naypyitaw,Normal,Female,"Electronic accessories",2019-02-15,12:12:00,Cash,6.2,32.80,10,328.00,16.4000,344.4000,311.6000,Afternoon,Friday,February,Good
246-55-6923,C,Naypyitaw,Member,Female,"Home and lifestyle",2019-03-10,15:06:00,"Credit card",5.1,35.79,9,322.11,16.1055,338.2155,306.0045,Afternoon,Sunday,March,Good
247-11-2470,A,Yangon,Member,Female,"Fashion accessories",2019-03-01,16:23:00,"Credit card",4.4,22.32,4,89.28,4.4640,93.7440,84.8160,Evening,Friday,March,Bad
249-42-3782,A,Yangon,Normal,Male,"Health and beauty",2019-01-03,11:36:00,Ewallet,5.5,70.01,5,350.05,17.5025,367.5525,332.5475,Morning,Thursday,January,Good
250-17-5703,A,Yangon,Member,Male,"Food and beverages",2019-02-27,18:24:00,Ewallet,5.6,18.85,10,188.50,9.4250,197.9250,179.0750,Evening,Wednesday,February,Bad
250-81-7186,C,Naypyitaw,Normal,Female,"Electronic accessories",2019-02-27,10:23:00,"Credit card",8.0,99.69,1,99.69,4.9845,104.6745,94.7055,Morning,Wednesday,February,Bad
252-56-2699,A,Yangon,Normal,Male,"Food and beverages",2019-02-07,16:48:00,Ewallet,8.2,43.19,10,431.90,21.5950,453.4950,410.3050,Evening,Thursday,February,Good
253-12-6086,A,Yangon,Member,Female,"Sports and travel",2019-03-12,12:43:00,"Credit card",8.7,98.40,7,688.80,34.4400,723.2400,654.3600,Afternoon,Tuesday,March,Good
254-31-0042,A,Yangon,Member,Male,"Electronic accessories",2019-03-06,12:46:00,"Credit card",7.8,21.50,9,193.50,9.6750,203.1750,183.8250,Afternoon,Wednesday,March,Bad
256-08-8343,A,Yangon,Normal,Female,"Home and lifestyle",2019-03-04,19:48:00,Ewallet,5.5,56.53,4,226.12,11.3060,237.4260,214.8140,Evening,Monday,March,Bad
256-58-3609,C,Naypyitaw,Member,Male,"Fashion accessories",2019-03-18,15:29:00,Cash,9.8,91.98,1,91.98,4.5990,96.5790,87.3810,Afternoon,Monday,March,Bad
257-60-7754,A,Yangon,Normal,Female,"Electronic accessories",2019-01-08,17:12:00,Cash,9.0,50.23,4,200.92,10.0460,210.9660,190.8740,Evening,Tuesday,January,Bad
257-73-1380,C,Naypyitaw,Member,Male,"Sports and travel",2019-01-20,16:51:00,Ewallet,9.6,82.93,4,331.72,16.5860,348.3060,315.1340,Evening,Sunday,January,Good
258-69-7810,C,Naypyitaw,Normal,Female,"Fashion accessories",2019-01-26,18:53:00,Cash,9.2,36.85,5,184.25,9.2125,193.4625,175.0375,Evening,Saturday,January,Bad
258-92-7466,A,Yangon,Normal,Female,"Health and beauty",2019-02-06,18:33:00,"Credit card",6.6,35.68,5,178.40,8.9200,187.3200,169.4800,Evening,Wednesday,February,Bad
261-12-8671,B,Mandalay,Normal,Female,"Fashion accessories",2019-01-25,19:39:00,"Credit card",4.9,60.96,2,121.92,6.0960,128.0160,115.8240,Evening,Friday,January,Bad
262-47-2794,B,Mandalay,Member,Male,"Home and lifestyle",2019-03-06,15:07:00,"Credit card",6.2,71.86,8,574.88,28.7440,603.6240,546.1360,Afternoon,Wednesday,March,Good
263-10-3913,C,Naypyitaw,Member,Male,"Fashion accessories",2019-01-09,14:20:00,"Credit card",8.6,49.04,9,441.36,22.0680,463.4280,419.2920,Afternoon,Wednesday,January,Good
263-12-5321,A,Yangon,Member,Male,"Electronic accessories",2019-02-27,12:52:00,"Credit card",9.3,92.60,7,648.20,32.4100,680.6100,615.7900,Afternoon,Wednesday,February,Good
263-87-5680,C,Naypyitaw,Member,Female,"Home and lifestyle",2019-03-18,17:38:00,Ewallet,7.8,28.53,10,285.30,14.2650,299.5650,271.0350,Evening,Monday,March,Bad
266-20-6657,C,Naypyitaw,Member,Male,"Food and beverages",2019-03-12,19:39:00,Ewallet,5.2,55.04,7,385.28,19.2640,404.5440,366.0160,Evening,Tuesday,March,Good
266-76-6436,C,Naypyitaw,Member,Female,"Food and beverages",2019-03-28,13:57:00,Ewallet,7.5,38.60,3,115.80,5.7900,121.5900,110.0100,Afternoon,Thursday,March,Bad
267-62-7380,C,Naypyitaw,Member,Male,"Electronic accessories",2019-03-29,19:12:00,Ewallet,4.3,82.34,10,823.40,41.1700,864.5700,782.2300,Evening,Friday,March,Good
268-03-6164,B,Mandalay,Normal,Male,"Health and beauty",2019-01-25,16:28:00,Ewallet,7.8,96.11,1,96.11,4.8055,100.9155,91.3045,Evening,Friday,January,Bad
268-20-3585,C,Naypyitaw,Normal,Female,"Health and beauty",2019-02-04,12:50:00,Ewallet,6.0,13.85,9,124.65,6.2325,130.8825,118.4175,Afternoon,Monday,February,Bad
268-27-6179,B,Mandalay,Member,Female,"Fashion accessories",2019-03-09,14:57:00,Ewallet,7.3,56.47,8,451.76,22.5880,474.3480,429.1720,Afternoon,Saturday,March,Good
269-04-5750,B,Mandalay,Member,Male,"Fashion accessories",2019-02-21,18:31:00,Cash,6.7,73.82,4,295.28,14.7640,310.0440,280.5160,Evening,Thursday,February,Bad
269-10-8440,A,Yangon,Member,Male,"Health and beauty",2019-01-21,18:01:00,Cash,8.9,53.17,7,372.19,18.6095,390.7995,353.5805,Evening,Monday,January,Good
271-77-8740,C,Naypyitaw,Member,Female,"Sports and travel",2019-01-01,11:40:00,Ewallet,5.0,29.22,6,175.32,8.7660,184.0860,166.5540,Morning,Tuesday,January,Bad
271-88-8734,C,Naypyitaw,Member,Female,"Fashion accessories",2019-02-08,13:00:00,"Credit card",8.7,97.21,10,972.10,48.6050,1020.7050,923.4950,Afternoon,Friday,February,Good
272-27-9238,C,Naypyitaw,Normal,Female,"Food and beverages",2019-02-19,16:23:00,Cash,7.1,41.24,4,164.96,8.2480,173.2080,156.7120,Evening,Tuesday,February,Bad
272-65-1806,A,Yangon,Normal,Female,"Electronic accessories",2019-01-15,17:17:00,Ewallet,4.7,60.88,9,547.92,27.3960,575.3160,520.5240,Evening,Tuesday,January,Good
273-16-6619,B,Mandalay,Normal,Male,"Home and lifestyle",2019-03-15,12:20:00,"Credit card",4.4,33.20,2,66.40,3.3200,69.7200,63.0800,Afternoon,Friday,March,Bad
273-84-2164,C,Naypyitaw,Member,Male,"Electronic accessories",2019-02-16,15:53:00,Ewallet,5.5,12.05,5,60.25,3.0125,63.2625,57.2375,Afternoon,Saturday,February,Bad
274-05-5470,A,Yangon,Member,Female,"Food and beverages",2019-02-23,18:30:00,Cash,6.0,73.47,4,293.88,14.6940,308.5740,279.1860,Evening,Saturday,February,Bad
275-28-0149,A,Yangon,Normal,Male,"Sports and travel",2019-02-25,16:21:00,Cash,6.0,63.69,1,63.69,3.1845,66.8745,60.5055,Evening,Monday,February,Bad
276-54-0879,B,Mandalay,Normal,Male,"Sports and travel",2019-03-12,19:53:00,Ewallet,6.4,97.74,4,390.96,19.5480,410.5080,371.4120,Evening,Tuesday,March,Good
276-75-6884,A,Yangon,Normal,Female,"Health and beauty",2019-03-04,10:05:00,Cash,8.7,68.71,3,206.13,10.3065,216.4365,195.8235,Morning,Monday,March,Bad
277-35-5865,C,Naypyitaw,Member,Female,"Food and beverages",2019-03-09,11:23:00,Cash,6.7,98.97,9,890.73,44.5365,935.2665,846.1935,Morning,Saturday,March,Good
277-63-2961,B,Mandalay,Member,Male,"Sports and travel",2019-02-03,15:53:00,"Credit card",5.4,73.97,1,73.97,3.6985,77.6685,70.2715,Afternoon,Sunday,February,Bad
278-86-2735,A,Yangon,Normal,Female,"Food and beverages",2019-03-27,14:03:00,Cash,9.2,52.34,3,157.02,7.8510,164.8710,149.1690,Afternoon,Wednesday,March,Bad
278-97-7759,A,Yangon,Member,Female,"Electronic accessories",2019-02-18,20:29:00,Cash,4.7,62.48,1,62.48,3.1240,65.6040,59.3560,Evening,Monday,February,Bad
279-62-1445,C,Naypyitaw,Member,Female,"Fashion accessories",2019-02-21,12:38:00,Cash,8.2,12.54,1,12.54,0.6270,13.1670,11.9130,Afternoon,Thursday,February,Bad
279-74-2924,B,Mandalay,Member,Male,"Electronic accessories",2019-01-04,19:40:00,Cash,6.1,72.17,1,72.17,3.6085,75.7785,68.5615,Evening,Friday,January,Bad
280-17-4359,C,Naypyitaw,Member,Male,"Health and beauty",2019-01-25,13:48:00,Cash,8.1,90.50,10,905.00,45.2500,950.2500,859.7500,Afternoon,Friday,January,Good
280-35-5823,B,Mandalay,Member,Female,"Home and lifestyle",2019-01-17,18:45:00,Ewallet,7.9,86.72,1,86.72,4.3360,91.0560,82.3840,Evening,Thursday,January,Bad
282-35-2475,B,Mandalay,Normal,Female,"Sports and travel",2019-03-25,17:53:00,Cash,6.3,93.31,2,186.62,9.3310,195.9510,177.2890,Evening,Monday,March,Bad
283-26-5248,C,Naypyitaw,Member,Female,"Food and beverages",2019-01-30,20:23:00,Ewallet,4.5,98.52,10,985.20,49.2600,1034.4600,935.9400,Evening,Wednesday,January,Good
283-79-9594,B,Mandalay,Normal,Female,"Food and beverages",2019-01-25,13:30:00,"Credit card",5.2,48.51,7,339.57,16.9785,356.5485,322.5915,Afternoon,Friday,January,Good
284-34-9626,B,Mandalay,Normal,Female,"Home and lifestyle",2019-02-11,10:39:00,"Credit card",7.2,77.04,3,231.12,11.5560,242.6760,219.5640,Morning,Monday,February,Bad
284-54-4231,C,Naypyitaw,Member,Male,"Sports and travel",2019-01-19,16:08:00,"Credit card",9.0,80.93,1,80.93,4.0465,84.9765,76.8835,Evening,Saturday,January,Bad
286-01-5402,A,Yangon,Normal,Female,"Sports and travel",2019-03-30,13:22:00,Cash,9.6,40.23,7,281.61,14.0805,295.6905,267.5295,Afternoon,Saturday,March,Bad
286-43-6208,C,Naypyitaw,Normal,Female,"Food and beverages",2019-03-16,19:08:00,Cash,9.2,87.80,9,790.20,39.5100,829.7100,750.6900,Evening,Saturday,March,Good
286-62-6248,B,Mandalay,Normal,Male,"Fashion accessories",2019-01-16,20:03:00,"Credit card",9.0,39.21,4,156.84,7.8420,164.6820,148.9980,Evening,Wednesday,January,Bad
286-75-7818,B,Mandalay,Normal,Male,"Fashion accessories",2019-01-31,19:48:00,"Credit card",6.9,69.08,2,138.16,6.9080,145.0680,131.2520,Evening,Thursday,January,Bad
287-21-9091,A,Yangon,Normal,Male,"Home and lifestyle",2019-01-22,10:55:00,Ewallet,9.4,74.67,9,672.03,33.6015,705.6315,638.4285,Morning,Tuesday,January,Good
287-83-1405,A,Yangon,Normal,Male,"Health and beauty",2019-02-12,19:01:00,Ewallet,7.0,25.43,6,152.58,7.6290,160.2090,144.9510,Evening,Tuesday,February,Bad
288-38-3758,C,Naypyitaw,Member,Female,"Fashion accessories",2019-01-25,18:30:00,Ewallet,7.4,84.87,3,254.61,12.7305,267.3405,241.8795,Evening,Friday,January,Bad
288-62-1085,A,Yangon,Member,Male,"Fashion accessories",2019-01-09,13:34:00,Ewallet,5.6,38.54,5,192.70,9.6350,202.3350,183.0650,Afternoon,Wednesday,January,Bad
289-15-7034,A,Yangon,Member,Male,"Sports and travel",2019-01-11,10:37:00,"Credit card",7.5,82.33,4,329.32,16.4660,345.7860,312.8540,Morning,Friday,January,Good
289-65-5721,B,Mandalay,Normal,Female,"Fashion accessories",2019-01-26,19:28:00,Cash,6.5,81.37,2,162.74,8.1370,170.8770,154.6030,Evening,Saturday,January,Bad
290-68-2984,A,Yangon,Normal,Male,"Home and lifestyle",2019-03-16,11:22:00,Cash,5.2,23.75,4,95.00,4.7500,99.7500,90.2500,Morning,Saturday,March,Bad
291-21-5991,B,Mandalay,Member,Male,"Health and beauty",2019-03-29,14:28:00,Cash,7.0,61.29,5,306.45,15.3225,321.7725,291.1275,Afternoon,Friday,March,Bad
291-32-1427,B,Mandalay,Member,Male,"Fashion accessories",2019-03-05,12:29:00,Ewallet,5.3,21.94,5,109.70,5.4850,115.1850,104.2150,Afternoon,Tuesday,March,Bad
291-55-6563,A,Yangon,Member,Female,"Home and lifestyle",2019-03-30,12:45:00,Ewallet,7.5,34.42,6,206.52,10.3260,216.8460,196.1940,Afternoon,Saturday,March,Bad
291-59-1384,B,Mandalay,Normal,Male,"Electronic accessories",2019-02-28,17:38:00,Cash,6.0,60.30,1,60.30,3.0150,63.3150,57.2850,Evening,Thursday,February,Bad
296-11-7041,B,Mandalay,Member,Female,"Health and beauty",2019-01-12,20:07:00,"Credit card",5.3,27.07,1,27.07,1.3535,28.4235,25.7165,Evening,Saturday,January,Bad
299-29-0180,B,Mandalay,Member,Female,"Home and lifestyle",2019-03-09,10:54:00,Cash,9.3,52.18,7,365.26,18.2630,383.5230,346.9970,Morning,Saturday,March,Good
299-46-1805,B,Mandalay,Member,Female,"Sports and travel",2019-01-15,16:19:00,Cash,4.5,93.72,6,562.32,28.1160,590.4360,534.2040,Evening,Tuesday,January,Good
300-71-4605,C,Naypyitaw,Member,Male,"Electronic accessories",2019-02-25,11:24:00,Ewallet,4.8,86.04,5,430.20,21.5100,451.7100,408.6900,Morning,Monday,February,Good
301-11-9629,A,Yangon,Normal,Female,"Sports and travel",2019-01-15,10:43:00,Cash,9.7,19.10,7,133.70,6.6850,140.3850,127.0150,Morning,Tuesday,January,Bad
301-81-8610,B,Mandalay,Member,Male,"Fashion accessories",2019-03-19,19:42:00,"Credit card",6.7,25.42,8,203.36,10.1680,213.5280,193.1920,Evening,Tuesday,March,Bad
302-15-2162,C,Naypyitaw,Member,Male,"Health and beauty",2019-03-03,10:54:00,"Credit card",4.3,46.53,6,279.18,13.9590,293.1390,265.2210,Morning,Sunday,March,Bad
303-96-2227,B,Mandalay,Normal,Female,"Home and lifestyle",2019-03-02,17:16:00,Ewallet,4.4,97.38,10,973.80,48.6900,1022.4900,925.1100,Evening,Saturday,March,Good
305-03-2383,A,Yangon,Normal,Female,"Food and beverages",2019-02-15,10:36:00,Cash,7.5,67.10,3,201.30,10.0650,211.3650,191.2350,Morning,Friday,February,Bad
305-14-0245,B,Mandalay,Member,Female,"Home and lifestyle",2019-03-03,19:00:00,Ewallet,7.5,94.49,8,755.92,37.7960,793.7160,718.1240,Evening,Sunday,March,Good
305-18-3552,B,Mandalay,Member,Male,"Home and lifestyle",2019-02-12,16:19:00,Cash,6.0,60.38,10,603.80,30.1900,633.9900,573.6100,Evening,Tuesday,February,Good
305-89-2768,B,Mandalay,Member,Female,"Home and lifestyle",2019-01-09,18:43:00,Ewallet,4.7,21.90,3,65.70,3.2850,68.9850,62.4150,Evening,Wednesday,January,Bad
307-04-2070,A,Yangon,Member,Female,"Fashion accessories",2019-02-05,14:14:00,"Credit card",4.1,30.62,1,30.62,1.5310,32.1510,29.0890,Afternoon,Tuesday,February,Bad
307-83-9164,A,Yangon,Member,Male,"Home and lifestyle",2019-01-25,15:54:00,Cash,4.5,60.01,4,240.04,12.0020,252.0420,228.0380,Afternoon,Friday,January,Bad
307-85-2293,B,Mandalay,Normal,Male,"Home and lifestyle",2019-03-07,13:58:00,Ewallet,9.7,50.28,5,251.40,12.5700,263.9700,238.8300,Afternoon,Thursday,March,Bad
308-39-1707,A,Yangon,Normal,Female,"Fashion accessories",2019-01-26,18:19:00,"Credit card",8.2,12.09,1,12.09,0.6045,12.6945,11.4855,Evening,Saturday,January,Bad
308-47-4913,A,Yangon,Member,Female,"Sports and travel",2019-03-09,12:45:00,"Credit card",6.2,52.26,10,522.60,26.1300,548.7300,496.4700,Afternoon,Saturday,March,Good
308-81-0538,A,Yangon,Normal,Female,"Fashion accessories",2019-02-25,17:16:00,"Credit card",4.9,73.05,4,292.20,14.6100,306.8100,277.5900,Evening,Monday,February,Bad
311-13-6971,B,Mandalay,Member,Male,"Sports and travel",2019-02-20,15:18:00,"Credit card",9.9,31.99,10,319.90,15.9950,335.8950,303.9050,Afternoon,Wednesday,February,Good
313-66-9943,B,Mandalay,Member,Female,"Food and beverages",2019-03-27,20:29:00,"Credit card",7.3,29.15,3,87.45,4.3725,91.8225,83.0775,Evening,Wednesday,March,Bad
314-23-4520,C,Naypyitaw,Member,Male,"Health and beauty",2019-01-15,20:44:00,Cash,9.0,81.23,7,568.61,28.4305,597.0405,540.1795,Evening,Tuesday,January,Good
315-22-5665,C,Naypyitaw,Normal,Female,"Home and lifestyle",2019-02-24,11:38:00,Ewallet,8.0,73.56,10,735.60,36.7800,772.3800,698.8200,Morning,Sunday,February,Good
316-01-3952,A,Yangon,Normal,Female,"Food and beverages",2019-03-13,14:16:00,Ewallet,4.6,54.27,5,271.35,13.5675,284.9175,257.7825,Afternoon,Wednesday,March,Bad
316-55-4634,B,Mandalay,Member,Male,"Food and beverages",2019-01-26,12:45:00,"Credit card",9.4,80.05,5,400.25,20.0125,420.2625,380.2375,Afternoon,Saturday,January,Good
316-66-3011,A,Yangon,Member,Female,"Food and beverages",2019-01-23,12:35:00,Cash,5.0,47.63,9,428.67,21.4335,450.1035,407.2365,Afternoon,Wednesday,January,Good
316-68-6352,A,Yangon,Member,Female,"Food and beverages",2019-01-21,10:00:00,Cash,7.1,36.36,2,72.72,3.6360,76.3560,69.0840,Morning,Monday,January,Bad
318-12-0304,A,Yangon,Normal,Male,"Fashion accessories",2019-01-23,12:20:00,Ewallet,5.2,30.61,1,30.61,1.5305,32.1405,29.0795,Afternoon,Wednesday,January,Bad
318-68-5053,B,Mandalay,Normal,Female,"Health and beauty",2019-02-27,17:55:00,Cash,6.1,76.99,6,461.94,23.0970,485.0370,438.8430,Evening,Wednesday,February,Good
318-81-2368,C,Naypyitaw,Normal,Female,"Electronic accessories",2019-03-19,12:16:00,Cash,6.3,46.20,1,46.20,2.3100,48.5100,43.8900,Afternoon,Tuesday,March,Bad
319-50-3348,B,Mandalay,Normal,Female,"Home and lifestyle",2019-03-11,15:30:00,Ewallet,4.4,40.30,2,80.60,4.0300,84.6300,76.5700,Afternoon,Monday,March,Bad
319-74-2561,A,Yangon,Member,Female,"Electronic accessories",2019-02-21,16:55:00,Cash,5.5,94.64,3,283.92,14.1960,298.1160,269.7240,Evening,Thursday,February,Bad
320-32-8842,C,Naypyitaw,Member,Female,"Food and beverages",2019-03-17,18:58:00,Cash,6.4,22.62,1,22.62,1.1310,23.7510,21.4890,Evening,Sunday,March,Bad
320-49-6392,C,Naypyitaw,Normal,Female,"Electronic accessories",2019-03-04,15:44:00,Cash,8.4,30.24,1,30.24,1.5120,31.7520,28.7280,Afternoon,Monday,March,Bad
320-85-2052,B,Mandalay,Normal,Female,"Sports and travel",2019-01-14,10:11:00,"Credit card",7.0,34.81,1,34.81,1.7405,36.5505,33.0695,Morning,Monday,January,Bad
321-49-7382,B,Mandalay,Member,Male,"Sports and travel",2019-02-15,17:38:00,"Credit card",5.2,88.31,1,88.31,4.4155,92.7255,83.8945,Evening,Friday,February,Bad
322-02-2271,B,Mandalay,Normal,Female,"Sports and travel",2019-02-03,11:46:00,Cash,9.3,42.97,3,128.91,6.4455,135.3555,122.4645,Morning,Sunday,February,Bad
324-41-6833,C,Naypyitaw,Member,Female,"Electronic accessories",2019-03-03,19:30:00,Ewallet,5.1,30.20,8,241.60,12.0800,253.6800,229.5200,Evening,Sunday,March,Bad
324-92-3863,A,Yangon,Member,Male,"Electronic accessories",2019-02-05,18:45:00,Cash,9.8,20.89,2,41.78,2.0890,43.8690,39.6910,Evening,Tuesday,February,Bad
325-77-6186,A,Yangon,Member,Female,"Home and lifestyle",2019-03-08,10:53:00,Ewallet,7.3,90.65,10,906.50,45.3250,951.8250,861.1750,Morning,Friday,March,Good
325-89-4209,A,Yangon,Member,Male,"Food and beverages",2019-02-05,19:42:00,Ewallet,6.7,87.90,1,87.90,4.3950,92.2950,83.5050,Evening,Tuesday,February,Bad
325-90-8763,C,Naypyitaw,Member,Female,"Electronic accessories",2019-01-27,13:58:00,Cash,7.6,46.57,10,465.70,23.2850,488.9850,442.4150,Afternoon,Sunday,January,Good
326-71-2155,C,Naypyitaw,Normal,Female,"Sports and travel",2019-02-03,10:02:00,Cash,6.1,73.95,4,295.80,14.7900,310.5900,281.0100,Morning,Sunday,February,Bad
326-78-5178,C,Naypyitaw,Member,Male,"Food and beverages",2019-02-03,10:19:00,Cash,9.5,91.40,7,639.80,31.9900,671.7900,607.8100,Morning,Sunday,February,Good
327-40-9673,B,Mandalay,Member,Male,"Sports and travel",2019-01-13,19:51:00,Cash,6.9,72.60,6,435.60,21.7800,457.3800,413.8200,Evening,Sunday,January,Good
329-62-1586,A,Yangon,Normal,Male,"Food and beverages",2019-01-21,18:00:00,"Credit card",8.6,54.67,3,164.01,8.2005,172.2105,155.8095,Evening,Monday,January,Bad
333-23-2632,A,Yangon,Member,Male,"Health and beauty",2019-03-28,20:14:00,Cash,4.2,10.08,7,70.56,3.5280,74.0880,67.0320,Evening,Thursday,March,Bad
333-73-7901,C,Naypyitaw,Normal,Female,"Health and beauty",2019-03-23,13:24:00,Ewallet,7.6,54.92,8,439.36,21.9680,461.3280,417.3920,Afternoon,Saturday,March,Good
334-64-2006,A,Yangon,Member,Female,"Home and lifestyle",2019-03-24,14:22:00,Ewallet,9.6,70.32,2,140.64,7.0320,147.6720,133.6080,Afternoon,Sunday,March,Bad
336-78-2147,C,Naypyitaw,Member,Male,"Home and lifestyle",2019-03-13,19:52:00,"Credit card",4.6,63.91,8,511.28,25.5640,536.8440,485.7160,Evening,Wednesday,March,Good
338-65-2210,C,Naypyitaw,Member,Female,"Health and beauty",2019-02-05,19:57:00,Cash,9.1,68.60,10,686.00,34.3000,720.3000,651.7000,Evening,Tuesday,February,Good
339-12-4827,B,Mandalay,Member,Female,"Fashion accessories",2019-01-05,11:32:00,"Credit card",5.0,73.96,1,73.96,3.6980,77.6580,70.2620,Morning,Saturday,January,Bad
339-18-7061,C,Naypyitaw,Member,Female,"Fashion accessories",2019-02-13,15:06:00,"Credit card",8.0,92.98,2,185.96,9.2980,195.2580,176.6620,Afternoon,Wednesday,February,Bad
339-38-9982,B,Mandalay,Member,Male,"Fashion accessories",2019-01-13,14:55:00,Ewallet,6.7,59.86,2,119.72,5.9860,125.7060,113.7340,Afternoon,Sunday,January,Bad
339-96-8318,B,Mandalay,Member,Male,"Fashion accessories",2019-03-01,19:49:00,Ewallet,6.3,81.31,7,569.17,28.4585,597.6285,540.7115,Evening,Friday,March,Good
340-21-9136,A,Yangon,Member,Female,"Sports and travel",2019-01-25,11:40:00,Cash,9.7,40.05,4,160.20,8.0100,168.2100,152.1900,Morning,Friday,January,Bad
